horizon,accuracy,accuracy_up,accuracy_down,accuracy_flat,n_up,n_down,n_flat,alpha,history_window,model,subset,n_samples
10,0.5205479452054794,0.4222222222222222,0.6292134831460674,0.08333333333333333,45,89,12,0.02,18,naive_persistence,full,146
20,0.3972602739726027,0.23076923076923078,0.5098039215686274,0.0,26,102,18,0.02,18,naive_persistence,full,146
30,0.6986301369863014,0.7333333333333333,0.7476635514018691,0.0,30,107,9,0.02,18,naive_persistence,full,146
10,0.5205479452054794,0.4222222222222222,0.6292134831460674,0.08333333333333333,45,89,12,0.02,18,seasonal_naive,full,146
20,0.3972602739726027,0.23076923076923078,0.5098039215686274,0.0,26,102,18,0.02,18,seasonal_naive,full,146
30,0.6986301369863014,0.7333333333333333,0.7476635514018691,0.0,30,107,9,0.02,18,seasonal_naive,full,146
10,0.3356164383561644,0.7111111111111111,0.15730337078651685,0.25,45,89,12,0.02,18,linear_ridge,full,146
20,0.19863013698630136,0.9615384615384616,0.00980392156862745,0.16666666666666666,26,102,18,0.02,18,linear_ridge,full,146
30,0.2054794520547945,1.0,0.0,0.0,30,107,9,0.02,18,linear_ridge,full,146
10,0.3150684931506849,1.0,0.011235955056179775,0.0,45,89,12,0.02,18,linear_lasso,full,146
20,0.1780821917808219,1.0,0.0,0.0,26,102,18,0.02,18,linear_lasso,full,146
30,0.2054794520547945,1.0,0.0,0.0,30,107,9,0.02,18,linear_lasso,full,146
10,0.4589041095890411,0.5555555555555556,0.47191011235955055,0.0,45,89,12,0.02,18,tsm,full,146
20,0.22602739726027396,0.34615384615384615,0.20588235294117646,0.16666666666666666,26,102,18,0.02,18,tsm,full,146
30,0.2945205479452055,0.8333333333333334,0.16822429906542055,0.0,30,107,9,0.02,18,tsm,full,146
10,0.4589041095890411,0.5555555555555556,0.47191011235955055,0.0,45,89,12,0.02,18,TSM+LLM-COT-RF-HDELTA,llm_subset,146
20,0.22602739726027396,0.34615384615384615,0.20588235294117646,0.16666666666666666,26,102,18,0.02,18,TSM+LLM-COT-RF-HDELTA,llm_subset,146
30,0.3013698630136986,0.8333333333333334,0.17757009345794392,0.0,30,107,9,0.02,18,TSM+LLM-COT-RF-HDELTA,llm_subset,146
10,0.5205479452054794,0.4222222222222222,0.6292134831460674,0.08333333333333333,45,89,12,0.02,18,naive_persistence_llm_subset,llm_subset,146
20,0.3972602739726027,0.23076923076923078,0.5098039215686274,0.0,26,102,18,0.02,18,naive_persistence_llm_subset,llm_subset,146
30,0.6986301369863014,0.7333333333333333,0.7476635514018691,0.0,30,107,9,0.02,18,naive_persistence_llm_subset,llm_subset,146
10,0.5205479452054794,0.4222222222222222,0.6292134831460674,0.08333333333333333,45,89,12,0.02,18,seasonal_naive_llm_subset,llm_subset,146
20,0.3972602739726027,0.23076923076923078,0.5098039215686274,0.0,26,102,18,0.02,18,seasonal_naive_llm_subset,llm_subset,146
30,0.6986301369863014,0.7333333333333333,0.7476635514018691,0.0,30,107,9,0.02,18,seasonal_naive_llm_subset,llm_subset,146
10,0.3356164383561644,0.7111111111111111,0.15730337078651685,0.25,45,89,12,0.02,18,linear_ridge_llm_subset,llm_subset,146
20,0.19863013698630136,0.9615384615384616,0.00980392156862745,0.16666666666666666,26,102,18,0.02,18,linear_ridge_llm_subset,llm_subset,146
30,0.2054794520547945,1.0,0.0,0.0,30,107,9,0.02,18,linear_ridge_llm_subset,llm_subset,146
10,0.3150684931506849,1.0,0.011235955056179775,0.0,45,89,12,0.02,18,linear_lasso_llm_subset,llm_subset,146
20,0.1780821917808219,1.0,0.0,0.0,26,102,18,0.02,18,linear_lasso_llm_subset,llm_subset,146
30,0.2054794520547945,1.0,0.0,0.0,30,107,9,0.02,18,linear_lasso_llm_subset,llm_subset,146
10,0.4589041095890411,0.5555555555555556,0.47191011235955055,0.0,45,89,12,0.02,18,tsm_llm_subset,llm_subset,146
20,0.22602739726027396,0.34615384615384615,0.20588235294117646,0.16666666666666666,26,102,18,0.02,18,tsm_llm_subset,llm_subset,146
30,0.2945205479452055,0.8333333333333334,0.16822429906542055,0.0,30,107,9,0.02,18,tsm_llm_subset,llm_subset,146
